X                    Y                    Z                    Dose [pSv/h]                             Rel. Error                 
-2292,16             490,74               -488,85              3,457111E+10                             6,271688E-03               
-2281,87             490,74               -488,85              3,481532E+10                             6,385836E-03               
-2271,58             490,74               -488,85              3,507112E+10                             6,530188E-03               
-2261,29             490,74               -488,85              3,533639E+10                             6,688854E-03               
-2251                490,74               -488,85              3,559449E+10                             6,834666E-03               
-2240,71             490,74               -488,85              3,584359E+10                             6,95629E-03                
-2230,42             490,74               -488,85              3,611729E+10                             7,147318E-03               
-2220,13             490,74               -488,85              3,637302E+10                             7,279084E-03               
-2209,84             490,74               -488,85              3,663595E+10                             7,43217E-03                
-2199,55             490,74               -488,85              3,690215E+10                             7,617648E-03               
-2189,26             490,74               -488,85              3,715884E+10                             7,757316E-03               
-2178,97             490,74               -488,85              3,7426E+10                               7,93136E-03                
-2168,68             490,74               -488,85              3,766936E+10                             8,042403E-03               
-2158,39             490,74               -488,85              3,792255E+10                             8,180062E-03               
-2148,1              490,74               -488,85              3,817373E+10                             8,312238E-03               
-2137,81             490,74               -488,85              3,842024E+10                             8,422988E-03               
-2127,52             490,74               -488,85              3,865324E+10                             8,502852E-03               
-2117,23             490,74               -488,85              3,888287E+10                             8,56702E-03                
-2415,63             500,1                -488,85              3,172464E+10                             4,893934E-03               
-2405,34             500,1                -488,85              3,195013E+10                             4,993653E-03               
-2395,05             500,1                -488,85              3,217682E+10                             5,089486E-03               
-2384,76             500,1                -488,85              3,240802E+10                             5,195047E-03               
-2374,47             500,1                -488,85              3,264366E+10                             5,303937E-03               
-2364,18             500,1                -488,85              3,28785E+10                              5,409783E-03               
-2353,89             500,1                -488,85              3,311499E+10                             5,516844E-03               
-2343,6              500,1                -488,85              3,335961E+10                             5,636919E-03               
-2333,31             500,1                -488,85              3,360951E+10                             5,780187E-03               
-2323,02             500,1                -488,85              3,385476E+10                             5,907659E-03               
-2312,73             500,1                -488,85              3,411156E+10                             6,054527E-03               
-2302,44             500,1                -488,85              3,43604E+10                              6,183552E-03               
-2292,16             500,1                -488,85              3,462499E+10                             6,346403E-03               
-2281,87             500,1                -488,85              3,487856E+10                             6,480338E-03               
-2271,58             500,1                -488,85              3,513553E+10                             6,627423E-03               
-2261,29             500,1                -488,85              3,54E+10                                 6,801444E-03               
-2251                500,1                -488,85              3,566356E+10                             6,958512E-03               
-2240,71             500,1                -488,85              3,593404E+10                             7,13535E-03                
-2230,42             500,1                -488,85              3,619819E+10                             7,30064E-03                
-2220,13             500,1                -488,85              3,64686E+10                              7,473278E-03               
-2209,84             500,1                -488,85              3,675263E+10                             7,694096E-03               
-2199,55             500,1                -488,85              3,701799E+10                             7,869432E-03               
-2189,26             500,1                -488,85              3,729139E+10                             8,061199E-03               
-2178,97             500,1                -488,85              3,756325E+10                             8,259786E-03               
-2168,68             500,1                -488,85              3,780936E+10                             8,37929E-03                
-2158,39             500,1                -488,85              3,808836E+10                             8,611891E-03               
-2148,1              500,1                -488,85              3,833638E+10                             8,723187E-03               
-2137,81             500,1                -488,85              3,857092E+10                             8,79611E-03                
-2127,52             500,1                -488,85              3,883088E+10                             8,962964E-03               
-2117,23             500,1                -488,85              3,904655E+10                             8,958148E-03               
-2415,63             322,39               -479,88              3,156713E+10                             5,176629E-03               
-2405,34             322,39               -479,88              3,177842E+10                             5,270793E-03               
-2395,05             322,39               -479,88              3,199662E+10                             5,392817E-03               
-2384,76             322,39               -479,88              3,221914E+10                             5,529967E-03               
-2374,47             322,39               -479,88              3,244309E+10                             5,668225E-03               
-2364,18             322,39               -479,88              3,266439E+10                             5,776797E-03               
-2353,89             322,39               -479,88              3,288423E+10                             5,905568E-03               
-2343,6              322,39               -479,88              3,311977E+10                             6,072491E-03               
-2333,31             322,39               -479,88              3,334292E+10                             6,20176E-03                
-2323,02             322,39               -479,88              3,356999E+10                             6,333258E-03               
-2312,73             322,39               -479,88              3,379378E+10                             6,447275E-03               
-2302,44             322,39               -479,88              3,401506E+10                             6,553116E-03               
-2292,16             322,39               -479,88              3,424648E+10                             6,697034E-03               
-2281,87             322,39               -479,88              3,447068E+10                             6,82537E-03                
-2271,58             322,39               -479,88              3,468765E+10                             6,891851E-03               
-2261,29             322,39               -479,88              3,49166E+10                              7,027234E-03               
-2251                322,39               -479,88              3,513912E+10                             7,114506E-03               
-2240,71             322,39               -479,88              3,534775E+10                             7,142019E-03               
-2230,42             322,39               -479,88              3,555081E+10                             7,166886E-03               
-2220,13             322,39               -479,88              3,575202E+10                             7,138536E-03               
-2209,84             322,39               -479,88              3,597187E+10                             7,220932E-03               
-2199,55             322,39               -479,88              3,615799E+10                             7,124058E-03               
-2189,26             322,39               -479,88              3,635488E+10                             7,1121E-03                 
-2178,97             322,39               -479,88              3,653269E+10                             7,013864E-03               
-2168,68             322,39               -479,88              3,67271E+10                              6,988667E-03               
-2158,39             322,39               -479,88              3,6913E+10                               6,90932E-03                
-2148,1              322,39               -479,88              3,709118E+10                             6,812352E-03               
-2137,81             322,39               -479,88              3,726888E+10                             6,741609E-03               
-2127,52             322,39               -479,88              3,744901E+10                             6,673122E-03               
-2117,23             322,39               -479,88              3,762721E+10                             6,598737E-03               
-2415,63             331,74               -479,88              3,156838E+10                             5,133739E-03               
-2405,34             331,74               -479,88              3,178155E+10                             5,242504E-03               
-2395,05             331,74               -479,88              3,200179E+10                             5,370552E-03               
-2384,76             331,74               -479,88              3,221895E+10                             5,479999E-03               
-2374,47             331,74               -479,88              3,244475E+10                             5,623024E-03               
-2364,18             331,74               -479,88              3,2665E+10                               5,728858E-03               
-2353,89             331,74               -479,88              3,28925E+10                              5,870451E-03               
-2343,6              331,74               -479,88              3,311366E+10                             5,987718E-03               
-2333,31             331,74               -479,88              3,333139E+10                             6,071659E-03               
-2323,02             331,74               -479,88              3,356101E+10                             6,234467E-03               
-2312,73             331,74               -479,88              3,379082E+10                             6,369395E-03               
-2302,44             331,74               -479,88              3,401912E+10                             6,499429E-03               
-2292,16             331,74               -479,88              3,424553E+10                             6,613784E-03               
-2281,87             331,74               -479,88              3,446994E+10                             6,729321E-03               
-2271,58             331,74               -479,88              3,468956E+10                             6,812845E-03               
-2261,29             331,74               -479,88              3,4906E+10                               6,868949E-03               
-2251                331,74               -479,88              3,512416E+10                             6,955714E-03               
-2240,71             331,74               -479,88              3,533602E+10                             6,988874E-03               
-2230,42             331,74               -479,88              3,554421E+10                             7,003003E-03               
-2220,13             331,74               -479,88              3,575325E+10                             7,043892E-03               
-2209,84             331,74               -479,88              3,595751E+10                             7,055679E-03               
-2199,55             331,74               -479,88              3,615877E+10                             7,019917E-03               
-2189,26             331,74               -479,88              3,635342E+10                             7,000106E-03               
-2178,97             331,74               -479,88              3,654781E+10                             6,962697E-03               
-2168,68             331,74               -479,88              3,673827E+10                             6,90688E-03                
-2158,39             331,74               -479,88              3,692646E+10                             6,855384E-03               
-2148,1              331,74               -479,88              3,710919E+10                             6,780254E-03               
-2137,81             331,74               -479,88              3,728095E+10                             6,679798E-03               
-2127,52             331,74               -479,88              3,746998E+10                             6,633426E-03               
-2117,23             331,74               -479,88              3,764308E+10                             6,558328E-03               
-2415,63             341,1                -479,88              3,157494E+10                             5,111485E-03               
-2405,34             341,1                -479,88              3,178515E+10                             5,207585E-03               
-2395,05             341,1                -479,88              3,200471E+10                             5,317519E-03               
-2384,76             341,1                -479,88              3,222323E+10                             5,432128E-03               
-2374,47             341,1                -479,88              3,244163E+10                             5,553723E-03               
-2364,18             341,1                -479,88              3,266107E+10                             5,652301E-03               
-2353,89             341,1                -479,88              3,289097E+10                             5,798677E-03               
-2343,6              341,1                -479,88              3,310995E+10                             5,912426E-03               
-2333,31             341,1                -479,88              3,334066E+10                             6,051315E-03               
-2323,02             341,1                -479,88              3,356057E+10                             6,149941E-03               
-2312,73             341,1                -479,88              3,378989E+10                             6,280286E-03               
-2302,44             341,1                -479,88              3,401744E+10                             6,400887E-03               
-2292,16             341,1                -479,88              3,424319E+10                             6,527457E-03               
-2281,87             341,1                -479,88              3,446752E+10                             6,625989E-03               
-2271,58             341,1                -479,88              3,469137E+10                             6,723149E-03               
-2261,29             341,1                -479,88              3,491193E+10                             6,800825E-03               
-2251                341,1                -479,88              3,512619E+10                             6,855695E-03               
-2240,71             341,1                -479,88              3,53442E+10                              6,918312E-03               
-2230,42             341,1                -479,88              3,55519E+10                              6,930191E-03               
-2220,13             341,1                -479,88              3,576561E+10                             6,980682E-03               
-2209,84             341,1                -479,88              3,597065E+10                             6,994509E-03               
-2199,55             341,1                -479,88              3,617684E+10                             6,988054E-03               
-2189,26             341,1                -479,88              3,63712E+10                              6,952764E-03               
-2178,97             341,1                -479,88              3,655015E+10                             6,850056E-03               
-2168,68             341,1                -479,88              3,674757E+10                             6,829348E-03               
-2158,39             341,1                -479,88              3,692823E+10                             6,754972E-03               
-2148,1              341,1                -479,88              3,711368E+10                             6,692016E-03               
-2137,81             341,1                -479,88              3,730279E+10                             6,649613E-03               
-2127,52             341,1                -479,88              3,747783E+10                             6,548457E-03               
-2117,23             341,1                -479,88              3,765992E+10                             6,507929E-03               
-2415,63             350,45               -479,88              3,157397E+10                             5,062683E-03               
-2405,34             350,45               -479,88              3,178723E+10                             5,156614E-03               
-2395,05             350,45               -479,88              3,199965E+10                             5,260853E-03               
-2384,76             350,45               -479,88              3,222213E+10                             5,385712E-03               
-2374,47             350,45               -479,88              3,244351E+10                             5,495674E-03               
-2364,18             350,45               -479,88              3,26665E+10                              5,610828E-03               
-2353,89             350,45               -479,88              3,289309E+10                             5,745778E-03               
-2343,6              350,45               -479,88              3,311495E+10                             5,858855E-03               
-2333,31             350,45               -479,88              3,333968E+10                             5,968691E-03               
-2323,02             350,45               -479,88              3,356763E+10                             6,092309E-03               
-2312,73             350,45               -479,88              3,379677E+10                             6,234543E-03               
-2302,44             350,45               -479,88              3,402076E+10                             6,335288E-03               
-2292,16             350,45               -479,88              3,424663E+10                             6,445933E-03               
-2281,87             350,45               -479,88              3,446852E+10                             6,528466E-03               
-2271,58             350,45               -479,88              3,469535E+10                             6,637403E-03               
-2261,29             350,45               -479,88              3,491015E+10                             6,687056E-03               
-2251                350,45               -479,88              3,514045E+10                             6,816664E-03               
-2240,71             350,45               -479,88              3,535008E+10                             6,848232E-03               
-2230,42             350,45               -479,88              3,557002E+10                             6,892073E-03               
-2220,13             350,45               -479,88              3,577475E+10                             6,894733E-03               
-2209,84             350,45               -479,88              3,597418E+10                             6,882165E-03               
-2199,55             350,45               -479,88              3,617853E+10                             6,896487E-03               
-2189,26             350,45               -479,88              3,636511E+10                             6,797516E-03               
-2178,97             350,45               -479,88              3,657061E+10                             6,812199E-03               
-2168,68             350,45               -479,88              3,67591E+10                              6,753164E-03               
-2158,39             350,45               -479,88              3,694267E+10                             6,685893E-03               
-2148,1              350,45               -479,88              3,713755E+10                             6,650263E-03               
-2137,81             350,45               -479,88              3,732324E+10                             6,60124E-03                
-2127,52             350,45               -479,88              3,750747E+10                             6,551415E-03               
-2117,23             350,45               -479,88              3,767814E+10                             6,463518E-03               
-2415,63             359,8                -479,88              3,157656E+10                             5,019501E-03               
-2405,34             359,8                -479,88              3,179537E+10                             5,133904E-03               
-2395,05             359,8                -479,88              3,200895E+10                             5,225812E-03               
-2384,76             359,8                -479,88              3,222743E+10                             5,331788E-03               
-2374,47             359,8                -479,88              3,245126E+10                             5,456543E-03               
-2364,18             359,8                -479,88              3,2678E+10                               5,590071E-03               
-2353,89             359,8                -479,88              3,289784E+10                             5,693306E-03               
-2343,6              359,8                -479,88              3,31207E+10                              5,798244E-03               
-2333,31             359,8                -479,88              3,334674E+10                             5,919824E-03               
-2323,02             359,8                -479,88              3,357739E+10                             6,054748E-03               
-2312,73             359,8                -479,88              3,3795E+10                               6,137453E-03               
-2302,44             359,8                -479,88              3,402257E+10                             6,248205E-03               
-2292,16             359,8                -479,88              3,424916E+10                             6,361003E-03               
-2281,87             359,8                -479,88              3,44726E+10                              6,445811E-03               
-2271,58             359,8                -479,88              3,470864E+10                             6,575513E-03               
-2261,29             359,8                -479,88              3,491201E+10                             6,5817E-03                 
-2251                359,8                -479,88              3,513856E+10                             6,688314E-03               
-2240,71             359,8                -479,88              3,535816E+10                             6,753677E-03               
-2230,42             359,8                -479,88              3,557556E+10                             6,80346E-03                
-2220,13             359,8                -479,88              3,577303E+10                             6,758451E-03               
-2209,84             359,8                -479,88              3,599008E+10                             6,796348E-03               
-2199,55             359,8                -479,88              3,618322E+10                             6,764557E-03               
-2189,26             359,8                -479,88              3,639818E+10                             6,801712E-03               
-2178,97             359,8                -479,88              3,658905E+10                             6,759747E-03               
-2168,68             359,8                -479,88              3,677938E+10                             6,698114E-03               
-2158,39             359,8                -479,88              3,69679E+10                              6,653438E-03               
-2148,1              359,8                -479,88              3,715973E+10                             6,610197E-03               
-2137,81             359,8                -479,88              3,734603E+10                             6,566935E-03               
-2127,52             359,8                -479,88              3,752832E+10                             6,502191E-03               
-2117,23             359,8                -479,88              3,771049E+10                             6,453714E-03               
-2415,63             369,16               -479,88              3,158532E+10                             4,999951E-03               
-2405,34             369,16               -479,88              3,179991E+10                             5,098415E-03               
-2395,05             369,16               -479,88              3,201512E+10                             5,192521E-03               
-2384,76             369,16               -479,88              3,223659E+10                             5,300217E-03               
-2374,47             369,16               -479,88              3,245949E+10                             5,421314E-03               
-2364,18             369,16               -479,88              3,26821E+10                              5,529539E-03               
-2353,89             369,16               -479,88              3,290519E+10                             5,647265E-03               
-2343,6              369,16               -479,88              3,312785E+10                             5,752976E-03               
-2333,31             369,16               -479,88              3,334893E+10                             5,842665E-03               
-2323,02             369,16               -479,88              3,357863E+10                             5,96706E-03                
-2312,73             369,16               -479,88              3,37994E+10                              6,054492E-03               
-2302,44             369,16               -479,88              3,403342E+10                             6,191359E-03               
-2292,16             369,16               -479,88              3,425635E+10                             6,274079E-03               
-2281,87             369,16               -479,88              3,448271E+10                             6,376788E-03               
-2271,58             369,16               -479,88              3,470443E+10                             6,452552E-03               
-2261,29             369,16               -479,88              3,493029E+10                             6,550981E-03               
-2251                369,16               -479,88              3,514376E+10                             6,573013E-03               
-2240,71             369,16               -479,88              3,537298E+10                             6,674999E-03               
-2230,42             369,16               -479,88              3,55749E+10                              6,685637E-03               
-2220,13             369,16               -479,88              3,579313E+10                             6,711241E-03               
-2209,84             369,16               -479,88              3,599863E+10                             6,722294E-03               
-2199,55             369,16               -479,88              3,621958E+10                             6,765696E-03               
-2189,26             369,16               -479,88              3,641459E+10                             6,722266E-03               
-2178,97             369,16               -479,88              3,661541E+10                             6,706174E-03               
-2168,68             369,16               -479,88              3,68E+10                                 6,647225E-03               
-2158,39             369,16               -479,88              3,699295E+10                             6,613218E-03               
-2148,1              369,16               -479,88              3,718312E+10                             6,56555E-03                
-2137,81             369,16               -479,88              3,737743E+10                             6,540837E-03               
-2127,52             369,16               -479,88              3,756444E+10                             6,494299E-03               
-2117,23             369,16               -479,88              3,774208E+10                             6,436862E-03               
-2415,63             378,51               -479,88              3,159188E+10                             4,965846E-03               
-2405,34             378,51               -479,88              3,180737E+10                             5,057489E-03               
-2395,05             378,51               -479,88              3,202131E+10                             5,154016E-03               
-2384,76             378,51               -479,88              3,224196E+10                             5,261485E-03               
-2374,47             378,51               -479,88              3,246482E+10                             5,374823E-03               
-2364,18             378,51               -479,88              3,268333E+10                             5,46565E-03                
-2353,89             378,51               -479,88              3,290699E+10                             5,572325E-03               
-2343,6              378,51               -479,88              3,313124E+10                             5,68947E-03                
-2333,31             378,51               -479,88              3,336439E+10                             5,824226E-03               
-2323,02             378,51               -479,88              3,359335E+10                             5,934488E-03               
-2312,73             378,51               -479,88              3,381428E+10                             6,024699E-03               
-2302,44             378,51               -479,88              3,404354E+10                             6,129172E-03               
-2292,16             378,51               -479,88              3,426674E+10                             6,211545E-03               
-2281,87             378,51               -479,88              3,449765E+10                             6,325123E-03               
-2271,58             378,51               -479,88              3,472302E+10                             6,406353E-03               
-2261,29             378,51               -479,88              3,493604E+10                             6,447618E-03               
-2251                378,51               -479,88              3,516162E+10                             6,521884E-03               
-2240,71             378,51               -479,88              3,538619E+10                             6,604945E-03               
-2230,42             378,51               -479,88              3,560094E+10                             6,650369E-03               
-2220,13             378,51               -479,88              3,581943E+10                             6,694353E-03               
-2209,84             378,51               -479,88              3,602188E+10                             6,649134E-03               
-2199,55             378,51               -479,88              3,623185E+10                             6,68497E-03                
-2189,26             378,51               -479,88              3,643373E+10                             6,661516E-03               
-2178,97             378,51               -479,88              3,663286E+10                             6,643947E-03               
-2168,68             378,51               -479,88              3,683292E+10                             6,633291E-03               
-2158,39             378,51               -479,88              3,702799E+10                             6,600172E-03               
-2148,1              378,51               -479,88              3,722699E+10                             6,571471E-03               
-2137,81             378,51               -479,88              3,741322E+10                             6,528516E-03               
-2127,52             378,51               -479,88              3,759762E+10                             6,473374E-03               
-2117,23             378,51               -479,88              3,778007E+10                             6,42892E-03                
-2415,63             387,86               -479,88              3,160419E+10                             4,94863E-03                
-2405,34             387,86               -479,88              3,181553E+10                             5,037053E-03               
-2395,05             387,86               -479,88              3,203488E+10                             5,135969E-03               
-2384,76             387,86               -479,88              3,225782E+10                             5,253956E-03               
-2374,47             387,86               -479,88              3,24781E+10                              5,352412E-03               
-2364,18             387,86               -479,88              3,269699E+10                             5,442855E-03               
-2353,89             387,86               -479,88              3,292225E+10                             5,554842E-03               
-2343,6              387,86               -479,88              3,314847E+10                             5,664807E-03               
-2333,31             387,86               -479,88              3,337832E+10                             5,784112E-03               
-2323,02             387,86               -479,88              3,359418E+10                             5,856394E-03               
-2312,73             387,86               -479,88              3,38277E+10                              5,979838E-03               
-2302,44             387,86               -479,88              3,405375E+10                             6,066589E-03               
-2292,16             387,86               -479,88              3,428416E+10                             6,156948E-03               
-2281,87             387,86               -479,88              3,451272E+10                             6,264825E-03               
-2271,58             387,86               -479,88              3,473451E+10                             6,33611E-03                
-2261,29             387,86               -479,88              3,49602E+10                              6,417512E-03               
-2251                387,86               -479,88              3,518219E+10                             6,486521E-03               
-2240,71             387,86               -479,88              3,540569E+10                             6,549121E-03               
-2230,42             387,86               -479,88              3,562617E+10                             6,599702E-03               
-2220,13             387,86               -479,88              3,5832E+10                               6,603363E-03               
-2209,84             387,86               -479,88              3,605267E+10                             6,628642E-03               
-2199,55             387,86               -479,88              3,626354E+10                             6,653656E-03               
-2189,26             387,86               -479,88              3,646753E+10                             6,6462E-03                 
-2178,97             387,86               -479,88              3,666981E+10                             6,638548E-03               
-2168,68             387,86               -479,88              3,687436E+10                             6,624899E-03               
-2158,39             387,86               -479,88              3,707183E+10                             6,601397E-03               
-2148,1              387,86               -479,88              3,726804E+10                             6,585117E-03               
-2137,81             387,86               -479,88              3,746356E+10                             6,553497E-03               
-2127,52             387,86               -479,88              3,764957E+10                             6,505536E-03               
-2117,23             387,86               -479,88              3,783328E+10                             6,459931E-03               
-2415,63             397,21               -479,88              3,161105E+10                             4,918739E-03               
-2405,34             397,21               -479,88              3,182904E+10                             5,020516E-03               
-2395,05             397,21               -479,88              3,20478E+10                              5,120349E-03               
-2384,76             397,21               -479,88              3,226421E+10                             5,214725E-03               
-2374,47             397,21               -479,88              3,248615E+10                             5,304508E-03               
-2364,18             397,21               -479,88              3,271206E+10                             5,413296E-03               
-2353,89             397,21               -479,88              3,293612E+10                             5,524912E-03               
-2343,6              397,21               -479,88              3,315984E+10                             5,626041E-03               
-2333,31             397,21               -479,88              3,339065E+10                             5,740945E-03               
-2323,02             397,21               -479,88              3,361103E+10                             5,813906E-03               
-2312,73             397,21               -479,88              3,384367E+10                             5,946463E-03               
-2302,44             397,21               -479,88              3,407103E+10                             6,034225E-03               
-2292,16             397,21               -479,88              3,429518E+10                             6,106343E-03               
-2281,87             397,21               -479,88              3,452722E+10                             6,20699E-03                
-2271,58             397,21               -479,88              3,475265E+10                             6,2952E-03                 
-2261,29             397,21               -479,88              3,498666E+10                             6,394042E-03               
-2251                397,21               -479,88              3,519881E+10                             6,420695E-03               
-2240,71             397,21               -479,88              3,542751E+10                             6,505239E-03               
-2230,42             397,21               -479,88              3,56485E+10                              6,550822E-03               
-2220,13             397,21               -479,88              3,586562E+10                             6,585865E-03               
-2209,84             397,21               -479,88              3,608621E+10                             6,61247E-03                
-2199,55             397,21               -479,88              3,630214E+10                             6,649266E-03               
-2189,26             397,21               -479,88              3,650501E+10                             6,642343E-03               
-2178,97             397,21               -479,88              3,670823E+10                             6,62626E-03                
-2168,68             397,21               -479,88              3,691111E+10                             6,608336E-03               
-2158,39             397,21               -479,88              3,711219E+10                             6,616517E-03               
-2148,1              397,21               -479,88              3,730828E+10                             6,576792E-03               
-2137,81             397,21               -479,88              3,751077E+10                             6,577474E-03               
-2127,52             397,21               -479,88              3,76994E+10                              6,541041E-03               
-2117,23             397,21               -479,88              3,788497E+10                             6,503156E-03               
-2415,63             406,57               -479,88              3,162453E+10                             4,907437E-03               
-2405,34             406,57               -479,88              3,184088E+10                             4,99801E-03                
-2395,05             406,57               -479,88              3,205799E+10                             5,090908E-03               
-2384,76             406,57               -479,88              3,228388E+10                             5,20956E-03                
-2374,47             406,57               -479,88              3,250344E+10                             5,305055E-03               
-2364,18             406,57               -479,88              3,272828E+10                             5,400951E-03               
-2353,89             406,57               -479,88              3,2952E+10                               5,498202E-03               
-2343,6              406,57               -479,88              3,317833E+10                             5,603972E-03               
-2333,31             406,57               -479,88              3,340879E+10                             5,715869E-03               
-2323,02             406,57               -479,88              3,362806E+10                             5,788017E-03               
-2312,73             406,57               -479,88              3,386104E+10                             5,911561E-03               
-2302,44             406,57               -479,88              3,409151E+10                             6,000733E-03               
-2292,16             406,57               -479,88              3,432122E+10                             6,095153E-03               
-2281,87             406,57               -479,88              3,455127E+10                             6,193308E-03               
-2271,58             406,57               -479,88              3,479088E+10                             6,304372E-03               
-2261,29             406,57               -479,88              3,501304E+10                             6,363749E-03               
-2251                406,57               -479,88              3,523652E+10                             6,423285E-03               
-2240,71             406,57               -479,88              3,545796E+10                             6,467555E-03               
-2230,42             406,57               -479,88              3,568427E+10                             6,549535E-03               
-2220,13             406,57               -479,88              3,58979E+10                              6,564517E-03               
-2209,84             406,57               -479,88              3,612527E+10                             6,611275E-03               
-2199,55             406,57               -479,88              3,633881E+10                             6,636903E-03               
-2189,26             406,57               -479,88              3,655431E+10                             6,65881E-03                
